   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly |       t_libr |       t_frac |       t_poly
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0 |      1.484740848718884 |     11.591711389285949 |     11.591711389286896 |     11.591711389288248 |   9.47e-13 |   2.30e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
    1 |     -1.036769843194179 |     -1.691078504360817 |     -1.691078504359817 |     -1.691107375223520 |   1.00e-12 |   2.89e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
    2 |      1.059845500392113 |      1.783778556832077 |      1.783778556833076 |      1.783798101046908 |   9.99e-13 |   1.95e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
    3 |     -1.349361922591251 |     -4.441956192316868 |     -4.441956192315867 |     -4.441956203515225 |   1.00e-12 |   1.12e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
    4 |     -1.127786539375887 |     -2.107647616008094 |     -2.107647616007093 |     -2.107653133365241 |   1.00e-12 |   5.52e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
    5 |     -1.128850574372559 |     -2.113451301960973 |     -2.113451301959971 |     -2.113456702680308 |   1.00e-12 |   5.40e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
    6 |      0.749086817628996 |      0.929892201563729 |      0.929892201564729 |      0.929414120930272 |   1.00e-12 |   4.78e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
    7 |      0.469510697724252 |      0.507350493428454 |      0.507350493429454 |      0.507348114743671 |   1.00e-12 |   2.38e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
    8 |     -0.171994262521029 |     -0.173710553533387 |     -0.173710553532387 |     -0.173710553498434 |   1.00e-12 |   3.50e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
    9 |      0.886197431493782 |      1.225045684969710 |      1.225045684970710 |      1.225299941192991 |   1.00e-12 |   2.54e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   10 |     -0.576886225289499 |     -0.650727145770334 |     -0.650727145769334 |     -0.650703018587700 |   1.00e-12 |   2.41e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   11 |      0.627507949641343 |      0.725304798977152 |      0.725304798978152 |      0.725242150403016 |   1.00e-12 |   6.26e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   12 |      0.487682613613978 |      0.530415126597520 |      0.530415126598520 |      0.530411486428981 |   1.00e-12 |   3.64e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   13 |     -1.402849149752276 |     -5.898165156549909 |     -5.898165156548904 |     -5.898165157485143 |   1.00e-12 |   9.35e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   14 |     -0.000683484676965 |     -0.000683484783395 |     -0.000683484782395 |     -0.000683484783395 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   15 |     -0.317386944034313 |     -0.328491888705663 |     -0.328491888704663 |     -0.328491858284588 |   1.00e-12 |   3.04e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   16 |     -0.542012047978952 |     -0.602167938243210 |     -0.602167938242210 |     -0.602156005346798 |   1.00e-12 |   1.19e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   17 |      0.220842191951110 |      0.224503894604450 |      0.224503894605450 |      0.224503894053433 |   1.00e-12 |   5.51e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   18 |      1.412599192864120 |      6.268406467797343 |      6.268406467798338 |      6.268406468343755 |   9.96e-13 |   5.46e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   19 |     -0.134758195199095 |     -0.135579890430792 |     -0.135579890429792 |     -0.135579890428416 |   1.00e-12 |   2.38e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   20 |     -0.397026727575032 |     -0.419292851584215 |     -0.419292851583215 |     -0.419292485753403 |   1.00e-12 |   3.66e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   21 |     -1.202985356187321 |     -2.595063994614304 |     -2.595063994613295 |     -2.595065047180956 |   1.01e-12 |   1.05e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   22 |     -0.329297734829775 |     -0.341740398872896 |     -0.341740398871896 |     -0.341740353102270 |   1.00e-12 |   4.58e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   23 |      0.594022943176737 |      0.675397861455842 |      0.675397861456842 |      0.675364252742377 |   1.00e-12 |   3.36e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   24 |      0.120558236955143 |      0.121145728767444 |      0.121145728768444 |      0.121145728766747 |   1.00e-12 |   6.97e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   25 |      0.306059633821418 |      0.315988273619978 |      0.315988273620977 |      0.315988253283883 |   1.00e-12 |   2.03e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   26 |      0.668562586676527 |      0.789917204684298 |      0.789917204685298 |      0.789788097055780 |   1.00e-12 |   1.29e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   27 |     -0.131024176025591 |     -0.131779139361047 |     -0.131779139360047 |     -0.131779139359303 |   1.00e-12 |   1.74e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   28 |     -1.321076325299987 |     -3.920896873738910 |     -3.920896873737908 |     -3.920896906659454 |   1.00e-12 |   3.29e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   29 |     -1.239817334678816 |     -2.910199235803801 |     -2.910199235802800 |     -2.910199645975157 |   1.00e-12 |   4.10e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   30 |     -0.432377821010862 |     -0.461502126628162 |     -0.461502126627162 |     -0.461501179717887 |   1.00e-12 |   9.47e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   31 |     -1.445255185567785 |     -7.923625164024110 |     -7.923625164023097 |     -7.923625164092485 |   1.01e-12 |   6.84e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   32 |      0.098707853228222 |      0.099029685673582 |      0.099029685674582 |      0.099029685673505 |   1.00e-12 |   7.71e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   33 |     -0.813659950829741 |     -1.058183434471581 |     -1.058183434470580 |     -1.058789758013828 |   1.00e-12 |   6.06e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   34 |      1.476116405569642 |     10.530322628078558 |     10.530322628079528 |     10.530322628083971 |   9.70e-13 |   5.41e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   35 |      1.255880332825425 |      3.069777383979013 |      3.069777383980012 |      3.069777646862931 |   1.00e-12 |   2.63e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   36 |     -0.437129748936080 |     -0.467278852165953 |     -0.467278852164953 |     -0.467277782340509 |   1.00e-12 |   1.07e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   37 |     -1.538687498676090 |    -31.133379073531337 |    -31.133379073530278 |    -31.133379073531398 |   1.06e-12 |   6.04e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   38 |     -1.442917373349183 |     -7.777222227116574 |     -7.777222227115558 |     -7.777222227197286 |   1.02e-12 |   8.07e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   39 |     -0.549991974839653 |     -0.613094171540373 |     -0.613094171539372 |     -0.613080100960361 |   1.00e-12 |   1.41e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   40 |     -1.524420200258099 |    -21.547357590442417 |    -21.547357590441379 |    -21.547357590442452 |   1.04e-12 |   3.55e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   41 |      0.114801374519198 |      0.115308383553708 |      0.115308383554708 |      0.115308383553301 |   1.00e-12 |   4.07e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   42 |     -0.288771399592771 |     -0.297075268762318 |     -0.297075268761318 |     -0.297075258081131 |   1.00e-12 |   1.07e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   43 |     -0.992525770756234 |     -1.532098747602173 |     -1.532098747601172 |     -1.532156940784636 |   1.00e-12 |   5.82e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   44 |      0.035738016261019 |      0.035753238972038 |      0.035753238973038 |      0.035753238972038 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   45 |      1.560364007956836 |     95.852488550276504 |     95.852488550277428 |     95.852488550277059 |   9.24e-13 |   5.54e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
   46 |      1.443324396863610 |      7.802327616237494 |      7.802327616238483 |      7.802327616315925 |   9.89e-13 |   7.84e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   47 |      0.444447999629961 |      0.476225794686732 |      0.476225794687732 |      0.476224506846244 |   1.00e-12 |   1.29e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   48 |      0.689554423912461 |      0.824587287130131 |      0.824587287131131 |      0.824403288340954 |   1.00e-12 |   1.84e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   49 |     -1.534403707224768 |    -27.465966961679122 |    -27.465966961678124 |    -27.465966961679165 |   9.98e-13 |   4.26e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   50 |      0.670243757765254 |      0.792651007763616 |      0.792651007764616 |      0.792518135671826 |   1.00e-12 |   1.33e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   51 |     -1.360999238922656 |     -4.696371963490265 |     -4.696371963489263 |     -4.696371970388348 |   1.00e-12 |   6.90e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   52 |     -0.007376016056102 |     -0.007376149824571 |     -0.007376149823571 |     -0.007376149824571 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   53 |      1.412988134478908 |      6.284116363239411 |      6.284116363240408 |      6.284116363773870 |   9.97e-13 |   5.34e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   54 |      0.428972040088629 |      0.457377435276362 |      0.457377435277362 |      0.457376568370642 |   1.00e-12 |   8.67e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   55 |     -0.793037293302040 |     -1.015396172661261 |     -1.015396172660260 |     -1.016159358838790 |   1.00e-12 |   7.63e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   56 |      0.580638057220189 |      0.656080770803741 |      0.656080770804741 |      0.656054807515533 |   1.00e-12 |   2.60e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   57 |      1.475396656585745 |     10.450397328692040 |     10.450397328692990 |     10.450397328697834 |   9.50e-13 |   5.79e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
   58 |     -0.096369917136345 |     -0.096669363899388 |     -0.096669363898388 |     -0.096669363899328 |   1.00e-12 |   5.92e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   59 |      0.656309727056879 |      0.770208705395174 |      0.770208705396174 |      0.770104206687328 |   1.00e-12 |   1.04e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   60 |      0.024208530259405 |      0.024213260528372 |      0.024213260529372 |      0.024213260528372 |   1.00e-12 |   3.47e-18 | 0.0000000000 | 0.0000000000 | 0.0000000000
   61 |      1.018780060183674 |      1.623685471821238 |      1.623685471822238 |      1.623724137411469 |   9.99e-13 |   3.87e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   62 |     -1.276101514662605 |     -3.294535961397982 |     -3.294535961396982 |     -3.294536106555498 |   1.00e-12 |   1.45e-07 | 0.0000000000 | 0.0010001659 | 0.0000000000
   63 |      0.893401694316644 |      1.243222384926676 |      1.243222384927676 |      1.243454332514413 |   1.00e-12 |   2.32e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   64 |     -0.199871899478361 |     -0.202576674624863 |     -0.202576674623863 |     -0.202576674441652 |   1.00e-12 |   1.83e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
   65 |     -0.848067029755009 |     -1.133904735144984 |     -1.133904735143982 |     -1.134311121510577 |   1.00e-12 |   4.06e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   66 |      0.860246148732387 |      1.162134278598123 |      1.162134278599121 |      1.162485195205680 |   9.98e-13 |   3.51e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   67 |      1.249392863320574 |      3.003474527293377 |      3.003474527294375 |      3.003474842772069 |   9.98e-13 |   3.15e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   68 |     -0.041217208097872 |     -0.041240564701072 |     -0.041240564700072 |     -0.041240564701072 |   1.00e-12 |   0.00e+00 | 0.0000000000 | 0.0000000000 | 0.0000000000
   69 |     -0.406279952372906 |     -0.430215543127077 |     -0.430215543126077 |     -0.430215070256500 |   1.00e-12 |   4.73e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   70 |      0.908656013642067 |      1.282807593762972 |      1.282807593763973 |      1.282997874048625 |   1.00e-12 |   1.90e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   71 |      0.874976770443581 |      1.197365094281380 |      1.197365094282377 |      1.197657832709816 |   9.97e-13 |   2.93e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   72 |     -0.431133510143427 |     -0.459993662650148 |     -0.459993662649148 |     -0.459992745719820 |   1.00e-12 |   9.17e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   73 |      1.313573209035870 |      3.801553814935389 |      3.801553814936389 |      3.801553857862257 |   1.00e-12 |   4.29e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   74 |      0.252036733645876 |      0.257512580757864 |      0.257512580758864 |      0.257512578386371 |   1.00e-12 |   2.37e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   75 |      0.292070775299693 |      0.300669362472617 |      0.300669362473617 |      0.300669350359890 |   1.00e-12 |   1.21e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   76 |     -0.584674884521109 |     -0.661870583713727 |     -0.661870583712727 |     -0.661842502353740 |   1.00e-12 |   2.81e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   77 |     -0.479949524535080 |     -0.520546689761640 |     -0.520546689760640 |     -0.520543646722106 |   1.00e-12 |   3.04e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   78 |      0.182212459722726 |      0.184256174076392 |      0.184256174077393 |      0.184256174010348 |   1.00e-12 |   6.60e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   79 |      1.254656980064725 |      3.057073428238234 |      3.057073428239233 |      3.057073700399151 |   9.99e-13 |   2.72e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   80 |     -1.464092207289140 |     -9.336114334850269 |     -9.336114334849233 |     -9.336114334866121 |   1.04e-12 |   1.59e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
   81 |      0.783206689350014 |      0.995626629032980 |      0.995626629033980 |      0.994824276701168 |   1.00e-12 |   8.02e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   82 |     -0.089683372705889 |     -0.089924593131426 |     -0.089924593130426 |     -0.089924593131399 |   1.00e-12 |   2.68e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
   83 |     -1.389828105850249 |     -5.465377220748008 |     -5.465377220747004 |     -5.465377222577209 |   1.00e-12 |   1.83e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   84 |      0.659986391307827 |      0.776083107337994 |      0.776083107338994 |      0.775971721065815 |   1.00e-12 |   1.11e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   85 |     -0.382820909585065 |     -0.402687350451054 |     -0.402687350450054 |     -0.402687106592931 |   1.00e-12 |   2.44e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   86 |      0.477412453164463 |      0.517326397079134 |      0.517326397080133 |      0.517323529494367 |   1.00e-12 |   2.87e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   87 |     -0.819258612721701 |     -1.070122064320006 |     -1.070122064319005 |     -1.070690972532760 |   1.00e-12 |   5.69e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   88 |      0.327633810352154 |      0.339883204821582 |      0.339883204822582 |      0.339883161551738 |   1.00e-12 |   4.33e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
   89 |      0.977220391056213 |      1.482036657895073 |      1.482036657896073 |      1.482109853658235 |   1.00e-12 |   7.32e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   90 |      1.145855714937088 |      2.209888092072504 |      2.209888092073501 |      2.209891902298186 |   9.97e-13 |   3.81e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
   91 |     -0.952018895287810 |     -1.404366282770540 |     -1.404366282769540 |     -1.404471648474249 |   9.99e-13 |   1.05e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   92 |     -0.652227664372689 |     -0.763725423255936 |     -0.763725423254936 |     -0.763628111006274 |   1.00e-12 |   9.73e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   93 |      0.062274946308505 |      0.062355575642611 |      0.062355575643611 |      0.062355575642611 |   1.00e-12 |   4.86e-16 | 0.0000000000 | 0.0000000000 | 0.0000000000
   94 |      0.942481364914006 |      1.376392250260964 |      1.376392250261965 |      1.376512694436383 |   1.00e-12 |   1.20e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   95 |     -1.393446823223298 |     -5.579342754494591 |     -5.579342754493585 |     -5.579342756020259 |   1.01e-12 |   1.53e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
   96 |     -0.829004580800938 |     -1.091249754768246 |     -1.091249754767244 |     -1.091758299652308 |   1.00e-12 |   5.09e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
   97 |      0.977703286256502 |      1.483581305457885 |      1.483581305458885 |      1.483653980433877 |   1.00e-12 |   7.27e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
   98 |      0.386679119748948 |      0.407178196291666 |      0.407178196292666 |      0.407177923645799 |   1.00e-12 |   2.73e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
   99 |     -0.985293947252776 |     -1.508156334006236 |     -1.508156334005236 |     -1.508221239869135 |   1.00e-12 |   6.49e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  100 |     -0.235011500144454 |     -0.239435863118328 |     -0.239435863117328 |     -0.239435862023353 |   1.00e-12 |   1.09e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  101 |     -1.157998217989458 |     -2.283303391297827 |     -2.283303391296824 |     -2.283306335134513 |   1.00e-12 |   2.94e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  102 |     -1.361025074978994 |     -4.696967709555540 |     -4.696967709554539 |     -4.696967716446003 |   1.00e-12 |   6.89e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  103 |     -1.184787948836422 |     -2.460651337743072 |     -2.460651337742065 |     -2.460652956972446 |   1.01e-12 |   1.62e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  104 |     -0.197838247844813 |     -0.200460436310732 |     -0.200460436309732 |     -0.200460436147070 |   1.00e-12 |   1.64e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  105 |      0.401414253534661 |      0.424461274402774 |      0.424461274403774 |      0.424460860933763 |   1.00e-12 |   4.13e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  106 |     -0.305283181793957 |     -0.315134503253858 |     -0.315134503252858 |     -0.315134483482077 |   1.00e-12 |   1.98e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  107 |     -0.337068250868463 |     -0.350441687681882 |     -0.350441687680882 |     -0.350441628394627 |   1.00e-12 |   5.93e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  108 |      0.586762381319205 |      0.664876713601013 |      0.664876713602013 |      0.664847475839049 |   1.00e-12 |   2.92e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  109 |      0.281063353580344 |      0.288705957931977 |      0.288705957932977 |      0.288705950014795 |   1.00e-12 |   7.92e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  110 |      0.953408160569645 |      1.408503593790447 |      1.408503593791447 |      1.408606907561041 |   1.00e-12 |   1.03e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  111 |     -0.732322364399706 |     -0.899108540587588 |     -0.899108540586589 |     -0.898740622404873 |   1.00e-12 |   3.68e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  112 |      1.193564531443401 |      2.523936760521962 |      2.523936760522953 |      2.523938079505079 |   9.90e-13 |   1.32e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  113 |     -1.456124665142169 |     -8.682292919518494 |     -8.682292919517479 |     -8.682292919548781 |   1.01e-12 |   3.03e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
  114 |      0.755922333435784 |      0.942720122328855 |      0.942720122329854 |      0.942188936496159 |   1.00e-12 |   5.31e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  115 |     -1.476272744487741 |    -10.547843874566624 |    -10.547843874565585 |    -10.547843874571956 |   1.04e-12 |   5.33e-12 | 0.0000000000 | 0.0000000000 | 0.0000000000
  116 |      1.507023282372946 |     15.659342819177924 |     15.659342819178910 |     15.659342819178093 |   9.86e-13 |   1.69e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
  117 |     -0.912576466644290 |     -1.293232005611135 |     -1.293232005610135 |     -1.293412699636436 |   1.00e-12 |   1.81e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  118 |      0.427572459254237 |      0.455686151911559 |      0.455686151912559 |      0.455685316054470 |   1.00e-12 |   8.36e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  119 |      0.255241835742209 |      0.260933056738135 |      0.260933056739135 |      0.260933054011143 |   1.00e-12 |   2.73e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  120 |      1.319162839374112 |      3.889799811757799 |      3.889799811758799 |      3.889799847010315 |   1.00e-12 |   3.53e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  121 |     -0.244736058535804 |     -0.249742248249881 |     -0.249742248248881 |     -0.249742246536152 |   1.00e-12 |   1.71e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  122 |      1.513874472661700 |     17.548966901250964 |     17.548966901251966 |     17.548966901251038 |   1.00e-12 |   7.46e-14 | 0.0000000000 | 0.0000000000 | 0.0000000000
  123 |     -0.972576288734947 |     -1.467293465002572 |     -1.467293465001571 |     -1.467371839200948 |   1.00e-12 |   7.84e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  124 |     -0.215572250666729 |     -0.218974828123407 |     -0.218974828122407 |     -0.218974827701350 |   1.00e-12 |   4.22e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  125 |      0.475284295963233 |      0.514631651116963 |      0.514631651117963 |      0.514628923520010 |   1.00e-12 |   2.73e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  126 |     -0.171482786779184 |     -0.173183690593899 |     -0.173183690592899 |     -0.173183690560075 |   1.00e-12 |   3.38e-11 | 0.0000000000 | 0.0000000000 | 0.0000000000
  127 |      0.988437553861350 |      1.518499255914131 |      1.518499255915131 |      1.518561164531993 |   1.00e-12 |   6.19e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  128 |     -1.141695806060174 |     -2.185635641090205 |     -2.185635641089202 |     -2.185639796174121 |   1.00e-12 |   4.16e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  129 |      0.685663665701644 |      0.818071900703796 |      0.818071900704796 |      0.817899468492947 |   1.00e-12 |   1.72e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  130 |     -1.404478649974465 |     -5.957048265730887 |     -5.957048265729883 |     -5.957048266587677 |   1.00e-12 |   8.57e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  131 |     -0.766660828471870 |     -0.963210364310662 |     -0.963210364309662 |     -0.962584622768754 |   1.00e-12 |   6.26e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  132 |      1.050944085939420 |      1.747134900640000 |      1.747134900641000 |      1.747157667806291 |   1.00e-12 |   2.28e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  133 |      1.259515353730864 |      3.108094887507907 |      3.108094887508908 |      3.108095124458606 |   1.00e-12 |   2.37e-07 | 0.0000000000 | 0.0000000000 | 0.0000000000
  134 |     -0.799985980131333 |     -1.029609674356937 |     -1.029609674355936 |     -1.030316482745097 |   1.00e-12 |   7.07e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  135 |      0.994402587869797 |      1.538399191527731 |      1.538399191528730 |      1.538455745753603 |   1.00e-12 |   5.66e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  136 |     -0.865510461721385 |     -1.174584625735651 |     -1.174584625734648 |     -1.174913688610786 |   1.00e-12 |   3.29e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  137 |     -1.406048412405977 |     -6.014863974334915 |     -6.014863974333911 |     -6.014863975121722 |   1.00e-12 |   7.87e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  138 |      0.848245400245048 |      1.134312526181839 |      1.134312526182837 |      1.134718048097085 |   9.98e-13 |   4.06e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  139 |     -0.301647759198773 |     -0.311142603453256 |     -0.311142603452256 |     -0.311142586138681 |   1.00e-12 |   1.73e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
  140 |     -0.964742669996591 |     -1.442874631808480 |     -1.442874631807479 |     -1.442962472837812 |   1.00e-12 |   8.78e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  141 |      1.062633287864919 |      1.795495004161258 |      1.795495004162257 |      1.795513625429908 |   1.00e-12 |   1.86e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  142 |     -0.911047163485501 |     -1.289153084763130 |     -1.289153084762130 |     -1.289337466708492 |   1.00e-12 |   1.84e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  143 |     -0.838848851763910 |     -1.113051753333000 |     -1.113051753331998 |     -1.113505056949902 |   1.00e-12 |   4.53e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  144 |     -1.141299048474626 |     -2.183345557032831 |     -2.183345557031828 |     -2.183349746407010 |   1.00e-12 |   4.19e-06 | 0.0000000000 | 0.0000000000 | 0.0000000000
  145 |     -0.255459545405313 |     -0.261165602608503 |     -0.261165602607503 |     -0.261165599855689 |   1.00e-12 |   2.75e-09 | 0.0000000000 | 0.0000000000 | 0.0000000000
  146 |     -0.979585599553784 |     -1.489623496059649 |     -1.489623496058649 |     -1.489694171973752 |   1.00e-12 |   7.07e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  147 |     -1.561866948374061 |   -111.986901528606396 |   -111.986901528604378 |   -111.986901528607163 |   2.02e-12 |   7.67e-13 | 0.0000000000 | 0.0000000000 | 0.0000000000
  148 |      0.776237574751730 |      0.981844628749091 |      0.981844628750090 |      0.981121646292097 |   9.99e-13 |   7.23e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  149 |     -0.545605821406526 |     -0.607075477602978 |     -0.607075477601978 |     -0.607062621831734 |   1.00e-12 |   1.29e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  150 |     -0.193147996942449 |     -0.195586257562033 |     -0.195586257561033 |     -0.195586257436430 |   1.00e-12 |   1.26e-10 | 0.0000000000 | 0.0000000000 | 0.0000000000
  151 |     -1.077903734186469 |     -1.861817949066478 |     -1.861817949065478 |     -1.861832164519704 |   1.00e-12 |   1.42e-05 | 0.0000000000 | 0.0000000000 | 0.0000000000
  152 |     -0.686143537150444 |     -0.818873236746925 |     -0.818873236745925 |     -0.818699415119791 |   1.00e-12 |   1.74e-04 | 0.0000000000 | 0.0000000000 | 0.0000000000
  153 |     -1.324609955892021 |     -3.979567663042793 |     -3.979567663041790 |     -3.979567692014167 |   1.00e-12 |   2.90e-08 | 0.0000000000 | 0.0000000000 | 0.0000000000
